move,board_state,player
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
4-i,_________________@______@______@___#_##___,#
2-i,__________#______@______@______@___#_##___,@
5-i,__________#______@______@______@___#@##___,#
2-i,__________#______@______@______@___#@###__,@
3-i,__________#______@______@____@_@___#@###__,#
2-i,__________#______@______@____@#@___#@###__,@
3-i,__________#______@____@_@____@#@___#@###__,#
3-i,__________#______@____@#@____@#@___#@###__,@
5-i,__________#_____@@____@#@____@#@___#@###__,#
2-i,__________#_____@@____@#@____@#@#__#@###__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
5-i,_________________@______@______@____###___,#
2-i,_________________@______@______@____####__,@
7-i,_________________@______@____@_@____####__,#
5-i,_________________@______@____@_@____####_#,@
3-p,_________________@______@____@_@@___####_#,#
3-i,_________________@______@____@_@@___#_##_#,@
5-i,_________________@______@____@_@@___#@##_#,#
6-i,_________________@______@#___@_@@___#@##_#,@
4-i,_________________@______@#___@_@@___#@##@#,#
3-i,__________#______@______@#___@_@@___#@##@#,@
4-p,__________#______@______@#___@@@@___#@##@#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
3-i,_______________________________@______##__,@
7-i,_______________________________@_____@##__,#
3-i,_______________________________@_____@##_#,@
5-i,______________________________@@_____@##_#,#
3-i,______________________________@@#____@##_#,@
3-i,_______________________@______@@#____@##_#,#
5-i,________________#______@______@@#____@##_#,@
6-i,________________#______@_@____@@#____@##_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
5-i,_________________@______@______@___#_##___,#
3-i,_________________@______@______@___#_###__,@
7-i,_________________@______@_____@@___#_###__,#
5-i,_________________@______@_____@@___#_###_#,@
3-i,_________________@______@_____@@@__#_###_#,#
3-i,_________________@_____#@_____@@@__#_###_#,@
1-i,________________@@_____#@_____@@@__#_###_#,#
2-i,________________@@_____#@___#_@@@__#_###_#,@
1-i,________________@@_____#@___#_@@@__#@###_#,#
1-i,________________@@___#_#@___#_@@@__#@###_#,@
4-i,______________@_@@___#_#@___#_@@@__#@###_#,#
6-i,__________#___@_@@___#_#@___#_@@@__#@###_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
4-i,_________________@______@______@___#_##___,#
5-i,__________#______@______@______@___#_##___,@
1-i,__________#______@______@______@___#_##@__,#
5-i,__________#______@______@___#__@___#_##@__,@
1-i,__________#______@______@___#__@@__#_##@__,#
3-i,__________#______@___#__@___#__@@__#_##@__,@
3-i,__________#______@___#__@___#_@@@__#_##@__,#
5-i,__________#______@___#_#@___#_@@@__#_##@__,@
2-i,__________#______@___#_#@@__#_@@@__#_##@__,#
5-i,__________#______@___#_#@@__#_@@@__####@__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
3-i,__________________#______@____#@@__#_##@__,@
2-i,__________________#____@_@____#@@__#_##@__,#
4-i,__________________#____@_@____#@@__####@__,@
4-i,__________________#____@@@____#@@__####@__,#
2-i,_________________##____@@@____#@@__####@__,@
1-i,_________________##____@@@___@#@@__####@__,#
3-i,_________________##____@@@__#@#@@__####@__,@
1-i,________________@##____@@@__#@#@@__####@__,#
2-i,________________@##__#_@@@__#@#@@__####@__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
5-i,__________#______@______@______@_____###__,@
3-i,__________#______@______@______@@____###__,#
6-i,__________#______@______@_____#@@____###__,@
3-i,__________#______@______@_____#@@____###@_,#
5-i,__________#______@_____#@_____#@@____###@_,@
2-i,__________#______@_____#@@____#@@____###@_,#
5-i,__________#______@_____#@@____#@@___####@_,@
3-i,__________#______@@____#@@____#@@___####@_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
5-i,__________#______@______@_____@@@__#_###@#,#
2-i,__________#______@______@#____@@@__#_###@#,@
4-p,__________#______@______@#____@@@__#@###@#,#
2-i,_________________#______@#____@@@__#@#@#@#,@
2-i,_________________#______@#___@@@@__#@#@#@#,#
6-p,_________________#____#_@#___@@@@__#@#@#@#,@
6-i,_________________#____#_@#___@@@@__#@#@#_#,#
3-i,_________________#____#_@#___@@@@__#@#@###,@
3-i,_________________#____#@@#___@@@@__#@#@###,#
7-i,________________##____#@@#___@@@@__#@#@###,@
2-i,________________##____#@@#___@@@@_@#@#@###,#
5-i,_______________###____#@@#___@@@@_@#@#@###,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
5-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@@____###_#,#
3-i,__________#______@______@______@@____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
2-i,__________#______@______@_____@@@__#_###_#,@
3-i,__________#______@______@_____@@@__#@###_#,#
3-i,__________#______@_____#@_____@@@__#@###_#,@
5-i,__________#_____@@_____#@_____@@@__#@###_#,#
6-i,__________#_____@@_____#@#____@@@__#@###_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
2-i,_________________@______@______@___#_##___,#
5-i,_________________@______@______@___####___,@
2-i,_________________@______@______@___####@__,#
3-i,_________________@______@____#_@___####@__,@
2-i,_________________@______@____#@@___####@__,#
3-i,_________________@____#_@____#@@___####@__,@
1-i,_________________@____#@@____#@@___####@__,#
3-i,_________________@____#@@___##@@___####@__,@
1-i,________________@@____#@@___##@@___####@__,#
1-i,________________@@___##@@___##@@___####@__,@
1-p,______________@_@@___##@@___##@@___####@__,#
2-i,________________@@___@#@@___##@@___####@__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
3-i,_________________________@____#@@__#_##@__,#
3-i,_______________________#_@____#@@__#_##@__,@
2-i,________________@______#_@____#@@__#_##@__,#
7-i,__________________________________________,#
4-i,_________________________________________#,@
4-i,______________________________________@__#,#
3-i,_______________________________#______@__#,@
4-i,_______________________________#_____@@__#,#
5-i,________________________#______#_____@@__#,@
4-i,________________________#______#_____@@@_#,#
5-i,_________________#______#______#_____@@@_#,@
3-i,_________________#______#______#@____@@@_#,#
4-i,_________________#______#_____##@____@@@_#,@
5-i,__________@______#______#_____##@____@@@_#,#
1-i,__________@______#______##____##@____@@@_#,@
2-i,__________@______#______##____##@__@_@@@_#,#
2-i,__________@______#______##____##@__@#@@@_#,@
6-i,__________@______#______##___@##@__@#@@@_#,#
3-i,__________@______#______##___@##@__@#@@@##,@
3-i,__________@______#_____@##___@##@__@#@@@##,#
4-i,__________@_____##_____@##___@##@__@#@@@##,@
6-i,___@______@_____##_____@##___@##@__@#@@@##,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
4-i,_______________________________@___#_##@__,@
4-i,________________________@______@___#_##@__,#
5-i,_________________#______@______@___#_##@__,@
3-i,_________________#______@______@@__#_##@__,#
5-i,_________________#______@_____#@@__#_##@__,@
5-i,_________________#______@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
3-i,__________________________________________,#
5-i,_____________________________________#____,@
4-i,_____________________________________#_@__,#
5-i,_____________________________________##@__,@
1-i,________________________________@____##@__,#
5-i,________________________________@__#_##@__,@
5-i,_________________________@______@__#_##@__,#
4-i,__________________#______@______@__#_##@__,@
3-i,__________________#______@_____@@__#_##@__,#
3-i,__________________#______@____#@@__#_##@__,@
2-i,__________________#____@_@____#@@__#_##@__,#
4-i,__________________#____@_@____#@@__####@__,@
1-i,__________________#____@@@____#@@__####@__,#
2-i,__________________#____@@@__#_#@@__####@__,@
1-i,__________________#____@@@__#@#@@__####@__,#
4-i,__________________#__#_@@@__#@#@@__####@__,@
3-i,_________________@#__#_@@@__#@#@@__####@__,#
2-i,________________#@#__#_@@@__#@#@@__####@__,@
2-i,________________#@#__#@@@@__#@#@@__####@__,#
3-i,_______________##@#__#@@@@__#@#@@__####@__,@
5-i,_________@_____##@#__#@@@@__#@#@@__####@__,#
5-p,_________@_#___##@#__#@@@@__#@#@@__####@__,@
4-i,_________@_____##@#__#@@@#__#@#@@__####@__,#
7-i,_________@#____##@#__#@@@#__#@#@@__####@__,@
5-i,_________@#____##@#__#@@@#__#@#@@__####@_@,#
7-i,_________@##___##@#__#@@@#__#@#@@__####@_@,@
2-i,_________@##___##@#__#@@@#__#@#@@_@####@_@,#
6-i,________#@##___##@#__#@@@#__#@#@@_@####@_@,@
6-i,________#@##___##@#__#@@@#__#@#@@_@####@@@,#
7-i,________#@##___##@#__#@@@#__#@#@@#@####@@@,@
7-i,________#@##___##@#__#@@@#_@#@#@@#@####@@@,#
6-p,________#@##___##@#_##@@@#_@#@#@@#@####@@@,@
6-i,________#@##___##@#_##@@@#_@#@#@@_@####@#@,#
5-p,________#@##___##@#_##@@@#_@#@#@@#@####@#@,@
5-i,________#@#____##@#_##@@@#_@#@#@##@####@#@,#
3-i,__________________________________________,#
6-i,_____________________________________#____,@
4-i,_____________________________________#__@_,#
6-i,_____________________________________##_@_,@
1-i,_________________________________@___##_@_,#
6-i,_________________________________@_#_##_@_,@
2-i,__________________________@______@_#_##_@_,#
5-i,__________________________@______@_####_@_,@
4-i,__________________________@______@_####@@_,#
5-i,__________________________@____#_@_####@@_,@
4-i,__________________________@____#@@_####@@_,#
5-i,________________________#_@____#@@_####@@_,@
5-i,________________________#@@____#@@_####@@_,#
4-i,__________________#_____#@@____#@@_####@@_,@
7-i,_________________@#_____#@@____#@@_####@@_,#
3-i,_________________@#_____#@@____#@@_####@@#,@
6-i,_________________@#_____#@@___@#@@_####@@#,#
3-i,_________________@##____#@@___@#@@_####@@#,@
2-i,_________________@##___@#@@___@#@@_####@@#,#
3-i,_________________@##___@#@@__#@#@@_####@@#,@
3-i,________________@@##___@#@@__#@#@@_####@@#,#
5-i,_________#______@@##___@#@@__#@#@@_####@@#,@
2-i,_________#_@____@@##___@#@@__#@#@@_####@@#,#
6-i,_________#_@____@@##__#@#@@__#@#@@_####@@#,@
1-i,_________#_@@___@@##__#@#@@__#@#@@_####@@#,#
4-i,_________#_@@___@@##__#@#@@_##@#@@_####@@#,@
2-i,_________#@@@___@@##__#@#@@_##@#@@_####@@#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
7-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@_#__###_#,@
7-i,__________#______@______@_____@@@_#__###@#,#
3-i,__________#______@______@__#__@@@_#__###@#,@
1-i,__________#______@_____@@__#__@@@_#__###@#,#
7-i,__________#______@_____@@__#__@@@_##_###@#,@
5-i,__________#______@__@__@@__#__@@@_##_###@#,#
2-i,__________#______@__@__@@#_#__@@@_##_###@#,@
4-p,__________#______@__@__@@#_#__@@@_##@###@#,#
6-i,_________________#__@__@@#_#__@@@_##@#@#@#,@
5-i,_________________#__@__@@#_#__@@@@##@#@#@#,#
6-i,_________________##_@__@@#_#__@@@@##@#@#@#,@
2-i,__________________________________________,#
4-i,____________________________________#_____,@
4-i,____________________________________#_@___,#
3-i,_______________________________#____#_@___,@
2-i,_______________________________#____#@@___,#
5-i,_____________________________#_#____#@@___,@
2-i,_____________________________#_#____#@@@__,#
5-i,______________________#______#_#____#@@@__,@
6-i,______________________#______#_#@___#@@@__,#
5-i,______________________#______#_#@___#@@@#_,@
5-i,______________________#__@___#_#@___#@@@#_,#
4-i,__________________#___#__@___#_#@___#@@@#_,@
3-i,__________________#___#_@@___#_#@___#@@@#_,#
3-i,__________________#___#_@@___###@___#@@@#_,@
1-i,__________________#___#@@@___###@___#@@@#_,#
2-i,__________________#___#@@@___###@__##@@@#_,@
1-i,_______________@__#___#@@@___###@__##@@@#_,#
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
3-i,_______________________________#_____#@___,@
3-i,______________________________@#_____#@___,#
5-i,_______________________#______@#_____#@___,@
4-i,_______________________#______@#_____#@@__,#
7-i,_______________________##_____@#_____#@@__,@
4-i,_______________________##_____@#_____#@@_@,#
4-i,_________________#_____##_____@#_____#@@_@,@
3-i,__________@______#_____##_____@#_____#@@_@,#
5-i,__________@_____##_____##_____@#_____#@@_@,@
2-i,__________@_____##_____##_____@#@____#@@_@,#
5-i,__________@_____##_____##_____@#@___##@@_@,@
5-i,__________@_____##_____##@____@#@___##@@_@,#
6-i,__________@_____###____##@____@#@___##@@_@,@
2-i,__________@_____###____##@____@#@___##@@@@,#
2-i,__________@_____###____##@___#@#@___##@@@@,@
6-i,__________@_____###___@##@___#@#@___##@@@@,#
6-i,__________@_____###___@##@___#@#@#__##@@@@,@
4-i,__________@_____###___@##@@__#@#@#__##@@@@,#
1-i,___#______@_____###___@##@@__#@#@#__##@@@@,@
2-i,___#______@_____###___@##@@__#@#@#_@##@@@@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
2-i,_________________@______@______@____###___,#
5-i,_________________@______@____#_@____###___,@
2-i,_________________@______@____#_@____###@__,#
2-i,_________________@____#_@____#_@____###@__,@
1-i,_______________@_@____#_@____#_@____###@__,#
3-i,_______________@_@____#_@____#_@___####@__,@
3-i,_______________@_@____#_@____#@@___####@__,#
5-i,_______________@_@____##@____#@@___####@__,@
1-i,_______________@_@____##@____#@@@__####@__,#
5-i,_______________@_@____##@___##@@@__####@__,@
1-i,_______________@_@____##@@__##@@@__####@__,#
1-i,_______________@_@___###@@__##@@@__####@__,@
3-i,______________@@_@___###@@__##@@@__####@__,#
5-i,______________@@#@___###@@__##@@@__####@__,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
3-i,_______________________________@_____##___,@
5-i,______________________________@@_____##___,#
5-i,______________________________@@_____###__,@
7-i,______________________________@@@____###__,#
6-i,______________________________@@@____###_#,@
6-i,______________________________@@@____###@#,#
4-i,______________________________@@@#___###@#,@
4-i,________________________@_____@@@#___###@#,#
3-i,_________________#______@_____@@@#___###@#,@
6-i,_________________#_____@@_____@@@#___###@#,#
2-i,_________________#_____@@_#___@@@#___###@#,@
6-i,_________________#_____@@_#___@@@#__@###@#,#
5-i,_________________#_#___@@_#___@@@#__@###@#,@
5-p,_________________#_#___@@@#___@@@#__@###@#,#
5-i,_________________#_#___@@_#___@@@#__@##@@#,@
3-i,_________________#_#___@@@#___@@@#__@##@@#,#
6-p,________________##_#___@@@#___@@@#__@##@@#,@
6-i,________________##_____@@@#___@@@#__@##@##,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
5-i,_______________________________@______##__,@
3-i,_______________________________@@_____##__,#
3-i,_______________________________@@____###__,@
7-i,______________________________@@@____###__,#
4-i,______________________________@@@____###_#,@
1-i,________________________@_____@@@____###_#,#
4-i,________________________@_____@@@__#_###_#,@
4-i,_________________@______@_____@@@__#_###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
5-i,__________#______@______@_____@@@__#_###@#,#
2-i,__________#______@______@#____@@@__#_###@#,@
4-p,__________#______@______@#____@@@__#@###@#,#
2-i,_________________#______@#____@@@__#@#@#@#,@
2-i,_________________#______@#___@@@@__#@#@#@#,#
3-i,_________________#____#_@#___@@@@__#@#@#@#,@
3-i,_________________#____#@@#___@@@@__#@#@#@#,#
6-p,________________##____#@@#___@@@@__#@#@#@#,@
2-i,________________##____#@@#___@@@@__#@#@#_#,#
1-i,_______________###____#@@#___@@@@__#@#@#_#,@
3-i,_______________###____#@@#__@@@@@__#@#@#_#,#
4-i,_________#_____###____#@@#__@@@@@__#@#@#_#,@
2-i,_________#@____###____#@@#__@@@@@__#@#@#_#,#
5-i,________##@____###____#@@#__@@@@@__#@#@#_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
4-i,________________________@______@_____##___,#
3-i,_________________#______@______@_____##___,@
5-i,_________________#______@_____@@_____##___,#
5-i,_________________#______@_____@@_____###__,@
7-i,_________________#______@_____@@@____###__,#
2-i,_________________#______@_____@@@____###_#,@
5-i,_________________#______@_____@@@___@###_#,#
3-i,_________________#______@#____@@@___@###_#,@
3-i,_________________#_____@@#____@@@___@###_#,#
2-i,________________##_____@@#____@@@___@###_#,@
5-i,________________##_____@@#___@@@@___@###_#,#
2-i,________________###____@@#___@@@@___@###_#,@
2-i,________________###___@@@#___@@@@___@###_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
6-i,_________________@______@______@___#_##___,#
2-i,_________________@______@______@___#_##_#_,@
4-i,_________________@______@______@___#@##_#_,#
2-i,__________#______@______@______@___#@##_#_,@
6-i,__________#______@______@____@_@___#@##_#_,#
2-i,__________#______@______@____@_@_#_#@##_#_,@
6-i,__________#______@____@_@____@_@_#_#@##_#_,#
1-i,__________#______@____@_@_#__@_@_#_#@##_#_,@
1-p,__________#______@____@_@_#_@@_@_#_#@##_#_,#
1-i,__________#______@____@_@_#__@_@_#_@@##_#_,@
2-i,__________#______@____@_@_#_@@_@_#_@@##_#_,#
1-i,__________#____#_@____@_@_#_@@_@_#_@@##_#_,@
1-i,__________#____#_@___@@_@_#_@@_@_#_@@##_#_,#
3-i,__________#___##_@___@@_@_#_@@_@_#_@@##_#_,@
3-i,__________#___##_@___@@_@_#_@@@@_#_@@##_#_,#
3-i,__________#___##_@___@@#@_#_@@@@_#_@@##_#_,@
3-i,__________#___##@@___@@#@_#_@@@@_#_@@##_#_,#
6-i,_________##___##@@___@@#@_#_@@@@_#_@@##_#_,@
5-i,_________##___##@@_@_@@#@_#_@@@@_#_@@##_#_,#
4-i,_________##___##@@_@_@@#@_#_@@@@_#_@@####_,@
7-i,___@_____##___##@@_@_@@#@_#_@@@@_#_@@####_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
2-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@____@###_#,#
2-i,__________#______@______@______@____@###_#,@
5-i,__________#______@______@____@_@____@###_#,#
2-i,__________#______@______@____@_@#___@###_#,@
5-i,__________#______@____@_@____@_@#___@###_#,#
5-i,__________#______@____@_@#___@_@#___@###_#,@
6-i,__________#______@@___@_@#___@_@#___@###_#,#
2-i,__________#______@@___@_@#___@_@#___@#####,@
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
3-i,_______________________________#_____#@___,@
4-i,______________________________@#_____#@___,#
4-i,________________________#_____@#_____#@___,@
3-i,_________________@______#_____@#_____#@___,#
5-i,_________________@_____##_____@#_____#@___,@
5-i,_________________@_____##_____@#_____#@@__,#
7-i,_________________@_____##_____@##____#@@__,@
6-i,_________________@_____##_____@##____#@@_@,#
5-i,_________________@_____##_____@##____#@@#@,@
7-i,_________________@_____##@____@##____#@@#@,#
5-i,_________________@_____##@____@##_#__#@@#@,@
6-i,_________________@@____##@____@##_#__#@@#@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
5-i,__________#______@______@_____@@_____###__,#
2-i,__________#______@______@_____@@#____###__,@
5-i,__________#______@______@_____@@#___@###__,#
2-i,__________#______@______@#____@@#___@###__,@
7-i,__________#______@______@#___@@@#___@###__,#
3-i,__________#______@______@#___@@@#___@###_#,@
3-p,__________#______@_____@@#___@@@#___@###_#,#
3-i,__________#______@______@#___@@@#___@@##_#,@
7-i,__________#______@_____@@#___@@@#___@@##_#,#
5-i,__________#______@_____@@#___@@@#_#_@@##_#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
5-i,_________________@______@______@___#_##___,#
2-i,_________________@______@______@___#_###__,@
4-i,_________________@______@______@___#@###__,#
2-i,__________#______@______@______@___#@###__,@
3-i,__________#______@______@____@_@___#@###__,#
2-i,__________#______@______@____@#@___#@###__,@
3-i,__________#______@____@_@____@#@___#@###__,#
3-i,__________#______@____@#@____@#@___#@###__,@
2-i,__________#_____@@____@#@____@#@___#@###__,#
5-i,__________#____#@@____@#@____@#@___#@###__,@
2-i,__________#____#@@____@#@____@#@@__#@###__,#
5-i,________#_#____#@@____@#@____@#@@__#@###__,@
1-i,________#_#____#@@____@#@@___@#@@__#@###__,#
3-i,________#_#____#@@____@#@@__#@#@@__#@###__,@
1-i,________#@#____#@@____@#@@__#@#@@__#@###__,#
5-i,________#@#____#@@___#@#@@__#@#@@__#@###__,@
7-i,________#@#____#@@@__#@#@@__#@#@@__#@###__,#
1-i,________#@#____#@@@__#@#@@__#@#@@__#@###_#,@
6-i,________#@#___@#@@@__#@#@@__#@#@@__#@###_#,#
2-i,________#@#___@#@@@__#@#@@__#@#@@__#@#####,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
5-i,__________#______@______@______@_____###__,@
3-i,__________#______@______@______@@____###__,#
6-i,__________#______@______@_____#@@____###__,@
3-i,__________#______@______@_____#@@____###@_,#
2-i,__________#______@_____#@_____#@@____###@_,@
3-i,__________#______@_____#@_____#@@___@###@_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
5-i,_________________@______@______@_____###@#,#
6-i,_________________@______@______@#____###@#,@
5-i,_________________@______@______@#@___###@#,#
6-i,_________________@______@#_____@#@___###@#,@
3-i,_________________@______@#@____@#@___###@#,#
6-i,_________________@______@#@___#@#@___###@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
4-i,__________________#______@____#@@__#_##@__,@
4-i,__________________#_____@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@_____###@#,#
6-i,__________#______@______@______@_____###@#,@
5-i,__________#______@______@______@_@___###@#,#
6-i,__________#______@______@______@#@___###@#,@
5-i,__________#______@______@_@____@#@___###@#,#
5-i,__________#______@______@#@____@#@___###@#,@
2-i,__________#______@@_____@#@____@#@___###@#,#
3-i,__________#______@@_____@#@____@#@__####@#,@
6-i,__________#______@@_____@#@___@@#@__####@#,#
3-i,__________#______@@#____@#@___@@#@__####@#,@
2-i,__________#______@@#___@@#@___@@#@__####@#,#
3-i,__________#______@@#___@@#@__#@@#@__####@#,@
3-i,__________#_____@@@#___@@#@__#@@#@__####@#,#
5-i,_________##_____@@@#___@@#@__#@@#@__####@#,@
2-i,_________##@____@@@#___@@#@__#@@#@__####@#,#
2-i,_________##@____@@@#__#@@#@__#@@#@__####@#,@
6-i,_________##@___@@@@#__#@@#@__#@@#@__####@#,#
6-p,_________##@#__@@@@#__#@@#@__#@@#@__####@#,@
6-i,_________##@___@@@@#__#@@##__#@@#@__####@#,#
6-p,_________##@#__@@@@#__#@@##__#@@#@__####@#,@
6-i,_________##@___@@@@#__#@@##__#@@##__####@#,#
4-i,__________________________________________,#
3-i,______________________________________#___,@
4-i,_____________________________________@#___,#
4-i,_______________________________#_____@#___,@
3-i,________________________@______#_____@#___,#
4-i,________________________@_____##_____@#___,@
5-i,_________________@______@_____##_____@#___,#
4-i,_________________@______@_____##_____@##__,@
7-i,__________@______@______@_____##_____@##__,#
6-i,__________@______@______@_____##_____@##_#,@
5-i,__________@______@______@_____##_____@##@#,#
6-i,__________@______@______@_____###____@##@#,@
5-i,__________@______@______@_____###@___@##@#,#
6-i,__________@______@______@#____###@___@##@#,@
2-i,__________@______@______@#@___###@___@##@#,#
5-i,__________@______@______@#@___###@__#@##@#,@
2-i,__________@______@@_____@#@___###@__#@##@#,#
6-i,__________@______@@_____@#@__####@__#@##@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
4-i,_______________________________@___#_##@__,@
1-i,________________________@______@___#_##@__,#
4-i,________________________@___#__@___#_##@__,@
1-i,_________________@______@___#__@___#_##@__,#
7-i,_________________@___#__@___#__@___#_##@__,@
4-i,_________________@___#__@___#__@___#_##@_@,#
5-i,__________#______@___#__@___#__@___#_##@_@,@
3-i,__________#______@___#__@___#__@@__#_##@_@,#
5-i,__________#______@___#__@___#_#@@__#_##@_@,@
5-i,__________#______@___#__@@__#_#@@__#_##@_@,#
6-i,__________#______@#__#__@@__#_#@@__#_##@_@,@
3-i,__________#______@#__#__@@__#_#@@__#_##@@@,#
7-i,__________#______@#__#_#@@__#_#@@__#_##@@@,@
